pclass,survived,name,sex,age
3,0, Mr. Daniel Danielsen,male,32
3,0, Mr. Robert,male,
3,0, Mr. Alfred Ossian,male,20
3,0, Mr. Anders Vilhelm,male,37
3,0, Mr. Johan Birger,male,28
3,0, Mr. Karl Gideon,male,19
3,0, Miss. Aloisia,female,24
3,0, Miss. Kate,female,17
3,0, Mr. Ingvald Olai Olsen,male,
3,0, Mr. Konrad Mathias Reiersen,male,
3,0, Mr. Pekka Pietari,male,28
3,1, Mrs. Pekka Pietari (Elin Matilda Dolck),female,24
3,0, Mr. Leon,male,20
3,0, Mr. Mansour,male,23
3,0, Mr. Claus Peter,male,41
3,0, Mr. Henrik Juul,male,26
3,0, Mr. Henry Damsgaard,male,21
3,1, Mrs. Claus Peter (Jennie L Howard),female,45
3,0, Miss. Alice Phoebe,female,
3,0, Mr. Abraham (David Lishin),male,25
3,0, Mr. Henry,male,
3,0, Mr. Houssein G N,male,11
3,1,"Healy, Miss. Hanora ""Nora""",female,
3,1, Mr. Oskar Arvid,male,27
3,1, Mr. Ling,male,
3,0,"Hegarty, Miss. Hanora ""Nora""",female,18
3,1, Miss. Laina,female,26
3,0, Miss. Wendla Maria,female,23
3,1, Miss. Hilda Maria,female,22
3,0, Mr. Ignjac,male,28
3,0, Miss. Jenny Lovisa,female,28
3,0, Miss. Delia,female,
3,1, Miss. Hildur E,female,2
3,1, Mrs. Alexander (Helga E Lindqvist),female,22
3,0, Mr. John Fredrik Alexander,male,43
3,0, Mr. Johan Martin,male,28
3,1, Miss. Eliina,female,27
3,0, Mr. John,male,
3,1, Miss. May Elizabeth,female,
3,0, Mr. Adolf Mathias Nicolai Olsen,male,42
3,1, Mr. Abraham,male,
3,0, Mr. Yousseff,male,30
3,0, Mr. Ylio,male,
3,0, Miss. Ida Livija,female,27
3,0, Miss. Pieta Sofia,female,25
3,0, Mr. Kanio,male,
3,1, Mr. Ivan,male,29
3,1, Mr. Carl Olof,male,21
3,0, Mr. Jose Neto,male,
3,0, Mr. Hans Peder,male,20
3,0, Mr. Niels Peder,male,48
3,0, Mr. Svend Lauritz,male,17
3,1, Miss. Annie,female,
3,1, Mr. Bernt,male,
3,0, Mr. Jakob Alfred,male,34
3,1, Mr. Oskar Leander,male,26
3,0, Mr. Erik,male,22
3,0, Mr. Gustaf Joel,male,33
3,0, Mr. Karl Johan,male,31
3,0, Mr. Nils,male,29
3,1, Master. Harold Theodor,male,4
3,1, Miss. Eleanor Ileen,female,1
3,0, Mr. Alfred,male,49
3,0, Mr. Malkolm Joackim,male,33
3,0, Mr. William Cahoone Jr,male,19
3,1, Mrs. Oscar W (Elisabeth Vilhelmina Berg),female,27
3,0,"Johnston, Master. William Arthur ""Willie""",male,
3,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,
3,0, Mr. Andrew G,male,
3,0,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",female,
3,0, Mr. Lalio,male,23
3,1, Mr. Carl,male,32
3,0, Mr. Nils Hilding,male,27
3,0, Miss. Katriina,female,20
3,0, Miss. Mari Aina,female,21
3,1, Mr. Eiriik,male,32
3,0, Mr. Nikolai Erland,male,17
3,0, Mr. Johannes Halvorsen,male,21
3,0, Mr. Milan,male,30
3,1, Mr. Einar Gervasius,male,21
3,0, Mr. Julius Konrad Eugen,male,33
3,0, Mr. Nils August,male,22
3,1, Miss. Manca,female,4
3,1, Mr. Franz,male,39
3,0, Mr. Fared,male,
3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,19
3,0,"Keane, Mr. Andrew ""Andy""",male,
3,0, Mr. Arthur,male,
3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,
3,1, Miss. Mary,female,
3,0, Mr. James,male,34
3,0, Mr. James,male,44
3,1, Mr. John,male,
3,0, Mr. Betros,male,
3,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",female,
3,0, Mr. John,male,
3,0, Mr. Philip,male,
3,0, Mr. Thomas J,male,
3,0, Miss. Maria,female,22
3,0, Mr. Vincenz,male,26
3,1, Miss. Luise Gretchen,female,4
3,1, Mr. Anton,male,29
3,1, Mrs. Anton (Luise Heilmann),female,26
3,0, Miss. Gertrud Emilia,female,1
3,0, Mr. Klas Albin,male,18
3,0, Mrs. (Hulda Kristina Eugenia Lofqvist),female,36
3,0, Mr. Theodor,male,
3,1, Mr. Neshan,male,25
3,0, Mr. Sarkis,male,
3,0, Miss. Kristina Sofia,female,37
3,0, Mr. Kristo,male,
3,1, Mr. Ali,male,
3,0, Mr. Len,male,
3,1, Miss. Aurora Adelia,female,22
3,0, Mr. Patrick,male,
3,1, Mr. Fang,male,26
3,0, Mr. August Viktor,male,29
3,0, Mr. Bengt Edvin,male,29
3,0, Mr. Edvard A,male,22
3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22
3,0, Master. Henry Forbes,male,
3,0, Miss. Ida,female,
3,0, Miss. Jeannie,female,
3,0, Miss. Mathilde,female,
3,0, Mrs. Frank (Frances),female,
3,0, Mr. Antti Gustaf,male,32
3,0, Mr. Peter L,male,34
3,0, Miss. Mary,female,
3,0, Mr. Denis,male,
3,0, Mr. Lionel,male,36
3,0, Mr. James,male,39
3,0, Mr. Rene Aime,male,24
3,0, Miss. Agda Thorilda Viktoria,female,25
3,0, Miss. Augusta Charlotta,female,45
3,0, Mr. Edvard Bengtsson,male,36
3,0, Mrs. Edvard Bengtsson (Elin Gerda Persson),female,30
3,1, Mr. Eino William,male,20
3,0, Mr. Michael,male,
3,0, Mr. Lee,male,28
3,0, Mr. Simon,male,
3,0, Mr. William Arthur,male,30
3,0, Mrs. William Arthur (Cordelia K Stanlick),female,26
3,0, Mr. Edward,male,
3,0,"Lovell, Mr. John Hall (""Henry"")",male,21
3,1, Mr. Nikola,male,27
3,0, Mr. Johan Svensson,male,51
3,1, Miss. Olga Elida,female,23
3,1, Mr. Thure Edvin,male,32
3,0, Mr. Stanko,male,
3,0, Mr. George William,male,
3,1,"Madigan, Miss. Margaret ""Maggie""",female,
3,1, Mr. Fridtjof Arne,male,24
3,0, Mr. Matti Alexanteri,male,22
3,0, Miss. Bridget Delia,female,
3,0, Mr. John,male,
3,0, Mr. Simon,male,
3,0, Mr. Kalle Edvard,male,29
3,1, Mr. Hanna,male,
3,0, Miss. Mary,female,30
3,1, Miss. Margareth,female,
3,0, Mr. Sarkis,male,
3,0, Mr. Marin,male,35
3,0, Mr. Johann,male,33
3,1, Mrs. Fatima,female,
3,0, Mr. Nicola,male,
3,1,"McCarthy, Miss. Catherine ""Katie""",female,
3,1, Mr. Thomas Joseph,male,
3,1, Miss. Agnes,female,
3,1, Miss. Alicia,female,
3,1, Mr. Bernard,male,
3,1, Miss. Brigdet Delia,female,
3,0, Mr. Michael,male,
3,1, Miss. Mary,female,
3,1,"McGowan, Miss. Anna ""Annie""",female,15
3,0, Miss. Katherine,female,35
3,0, Mr. Martin,male,
3,0, Mr. Neal,male,24
3,0, Mrs. Neal (Eileen O'Leary),female,19
3,0, Miss. Bridget,female,
3,0, Miss. (Marion Ogden),female,
3,0, Mrs. Thomas (Annie Louise Rowley),female,
3,0, Mr. Alfonzo,male,55
3,0, Mr. Robert,male,
3,1, Mr. Karl Albert,male,21
3,0, Mr. Frank,male,
3,0, Mr. Ivan,male,24
3,0, Mr. Lazar,male,21
3,0, Mr. Stoytcho,male,28
3,0, Mr. Mito,male,
3,1,"Mockler, Miss. Helen Mary ""Ellie""",female,
3,0, Mr. Sigurd Hansen,male,25
3,1, Master. Meier,male,6
3,1, Mrs. (Beila),female,27
3,0, Mr. Leonard Charles,male,
3,1, Miss. Bertha,female,
3,0, Mr. Daniel J,male,
3,0, Mr. James,male,
3,0, Mr. William,male,34
3,0, Mr. Thomas Rowan,male,
3,1, Mr. Albert Johan,male,
3,1, Master. Gerios,male,
3,1,"Moubarek, Master. Halim Gonios (""William George"")",male,
3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",female,
3,1, Mrs. (Mantoura Boulos),female,
3,0, Mr. Rahamin Haim,male,
3,1,"Mullens, Miss. Katherine ""Katie""",female,
3,1, Miss. Bertha E,female,24
3,0, Mr. Joseph,male,
3,1,"Murphy, Miss. Katherine ""Kate""",female,
3,1, Miss. Margaret Jane,female,
3,1, Miss. Nora,female,
3,0, Mr. Pehr Fabian Oliver Malkolm,male,18
3,0, Mr. Penko,male,22
3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15
3,1,"Nakid, Miss. Maria (""Mary"")",female,1
3,1, Mr. Sahid,male,20
3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",female,19
3,0, Mr. William Henry,male,33
3,0, Mr. Minko,male,
3,0, Mr. Mustafa,male,
3,0, Miss. Hannah,female,
3,0, Mr. Christo,male,
3,1, Master. Elias,male,12
3,1, Miss. Jamila,female,14
3,0, Miss. Manta Josefina,female,29
3,0, Mr. Samuel,male,28
3,1, Miss. Berta Olivia,female,18
3,1, Miss. Helmina Josefina,female,26
3,0, Mr. August Ferdinand,male,21
3,0, Mr. Iisakki Antino Aijo,male,41
3,1, Mr. Juha,male,39
3,0, Mr. Richard Cater,male,21
3,0, Mr. Mansouer,male,28
3,1, Miss. Anna Sofia,female,22
3,0, Mr. Johan Hansen,male,61
3,0, Mr. Thomas,male,
3,0, Mr. Timothy,male,
3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,
3,0, Mr. Patrick D,male,
3,0, Mr. Maurice,male,
3,0, Mr. Patrick,male,
3,0, Mr. Nils Martin,male,23
3,0, Ms. Bridget,female,
3,1, Miss. Bridget,female,
3,1,"O'Dwyer, Miss. Ellen ""Nellie""",female,
3,1, Miss. Velin,female,22
3,1, Mr. Patrick,male,
3,1,"O'Leary, Miss. Hanora ""Norah""",female,
3,1, Master. Artur Karl,male,9
3,0, Mr. Henry Margido,male,28
3,0, Mr. Karl Siegwart Andreas,male,42
3,0, Mr. Ole Martin,male,
3,0, Miss. Elina,female,31
3,0, Mr. Nils Johan Goransson,male,28
3,1, Mr. Oscar Wilhelm,male,32
3,0, Mr. Thor Anderson,male,20
3,0, Miss. Jelka,female,23
3,0, Miss. Marija,female,20
3,0, Mr. Luka,male,20
3,0, Mr. Olaf Elon,male,16
3,1, Mrs. Mara,female,31
3,0, Miss. Bridget Mary,female,
3,0, Master. Gosta Leonard,male,2
3,0, Master. Paul Folke,male,6
3,0, Miss. Stina Viola,female,3
3,0, Miss. Torborg Danira,female,8
3,0, Mrs. Nils (Alma Cornelia Berglund),female,29
3,0, Master. Eino Viljami,male,1
3,0, Master. Juha Niilo,male,7
3,0, Master. Urho Abraham,male,2
3,0, Mr. Ernesti Arvid,male,16
3,0, Mr. Jaako Arnold,male,14
3,0, Mrs. Juha (Maria Emilia Ojala),female,41
3,0, Mr. Jakob,male,21
3,0, Mr. George,male,19
3,0, Mr. Uscher,male,
3,0, Mr. Stefo,male,32
3,0, Master. Alfred Edward,male,0
3,0, Miss. Treasteall,female,3
3,0, Mrs. Benjamin (Edith Nile),female,26
3,0, Mr. Ernest,male,
3,0, Mr. Olaf,male,
3,0, Mr. Joseph,male,
3,0, Mr. Edvard,male,21
3,0, Mr. Nikolai Johannes,male,25
3,0, Mr. John Henry,male,22
3,1, Mr. Ernst Ulrik,male,25
3,1, Master. Michael J,male,
3,1, Miss. Anna,female,
3,1, Mrs. Catherine (Catherine Rizk),female,
3,0, Miss. Katie,female,
3,0, Mr. Marius,male,24
3,0, Miss. Matilda,female,28
3,0, Mr. Nedelio,male,19
3,0,"Petroff, Mr. Pastcho (""Pentcho"")",male,
3,0, Mr. Johan Emil,male,25
3,0, Miss. Ellen Natalia,female,18
3,1, Mr. Berk (Berk Trembisky),male,32
3,0, Mr. Vasil,male,
3,0, Mr. Mate,male,17
3,0, Mr. Tome,male,24
3,0, Mr. Alexander,male,
3,0, Mrs. (Lena Jacobsen Solvang),female,
3,0, Mr. Raihed,male,
3,0, Mr. James George,male,
3,0, Mr. Tido,male,38
3,0, Mr. Harold J,male,21
3,0, Master. Albert,male,10
3,0, Master. Arthur,male,4
3,0, Master. Eric,male,7
3,0, Master. Eugene,male,2
3,0, Master. George Hugh,male,8
3,0, Mrs. William (Margaret Norton),female,39
3,0,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,22
3,0, Mr. Matti,male,35
3,1,"Riordan, Miss. Johanna ""Hannah""",female,
3,0, Mr. Samuel Beard,male,
3,0, Mrs. Samuel (Emma),female,
3,0, Mr. Alexander A,male,50
3,0, Mrs. Alexander A (Grace Charity Laury),female,47
3,0, Mr. William John,male,
3,0, Mr. Knud Paust,male,
3,0, Miss. Salli Helena,female,2
3,0, Mr. Viktor Richard,male,18
3,0, Mrs. Viktor (Helena Wilhelmina),female,41
3,1, Miss. Sarah A,female,
3,0, Mr. Richard Henry,male,50
3,0, Mr. Alfred George John,male,16
3,1, Mr. Edward,male,
3,0, Mr. Patrick,male,
3,0, Mr. Amin,male,
3,0, Mr. Khalil,male,25
3,0, Mr. Jean Nassr,male,
3,0, Mr. Matthew,male,
3,0, Mr. Harry,male,
3,0, Mr. Simon Sivertsen,male,38
3,0, Master. Thomas Henry,male,
3,0, Master. William Henry,male,14
3,0, Miss. Ada,female,
3,0, Miss. Constance Gladys,female,
3,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,
3,0, Miss. Stella Anna,female,
3,0, Mr. Douglas Bullen,male,
3,0, Mr. Frederick,male,
3,0, Mr. George John Jr,male,
3,0, Mr. John George,male,
3,0, Mrs. John (Annie Bullen),female,
3,0, Mr. Karl Johan,male,24
3,1, Miss. Anna Kristine,female,21
3,0, Mr. Johan Werner,male,39
3,0, Mr. Elias,male,
3,0, Mr. Hanna,male,
3,0, Mr. Youssef,male,
3,1, Miss. Beatrice Irene,female,1
3,1, Mrs. Hjalmar (Agnes Charlotta Bengtsson),female,24
3,1, Miss. Marguerite Rut,female,4
3,1, Mr. Julius,male,25
3,0, Mr. William Henry,male,20
3,0, Mr. Frederick Charles,male,24
3,0, Mr. James,male,
3,0, Mr. Todor,male,
3,0, Mr. Patrick,male,
3,1, Mr. Jan Baptist,male,29
3,0, Mr. Frederick William,male,
3,1, Miss. Ellen Natalia,female,
3,0, Mr. Charles Joseph,male,
3,0, Mr. John,male,
3,0, Mr. Orsen,male,22
3,0, Mr. Maurice,male,
3,0, Mr. Husein,male,40
3,0, Mr. Antti Wilhelm,male,21
3,1, Miss. Anna Sofia,female,18
3,0, Master. Harald,male,4
3,0, Master. Karl Thorsten,male,10
3,0, Miss. Mabel,female,9
3,0, Miss. Margit Elizabeth,female,2
3,0, Mr. Wilhelm,male,40
3,0, Mrs. William (Anna Bernhardina Karlsson),female,45
3,0, Mr. Petco,male,
3,0, Mr. Selman Francis,male,
3,0, Mr. Mile,male,
3,0, Mr. Thomas,male,
3,1, Miss. Julia,female,
3,0, Mr. Peter Andreas Lauritz Andersen,male,19
3,0, Mr. Francis William,male,30
3,0, Mr. Woolf,male,
3,0, Mr. Henry John,male,32
3,0, Mr. Ivan,male,
3,0, Mr. Ivan,male,33
3,1, Miss. Amy Zillah Elsie,female,23
3,0, Mr. Edward Roland,male,21
3,0, Mr. Thomas,male,60
3,0, Mr. Ilia,male,19
3,0, Miss. Ida Sofia,female,22
3,1, Mr. Juho,male,31
3,0, Mr. Ivan,male,27
3,0, Miss. Telma Matilda,female,2
3,0, Mrs. Wilhelm (Elna Matilda Persson),female,29
3,1, Mr. Victor Francis,male,16
3,1, Mr. Johan Julian,male,44
3,0, Mr. Henry Jr,male,25
3,0, Mr. Johan,male,74
3,1, Mr. Johan Cervin,male,14
3,0, Mr. Olof,male,24
3,1, Mr. Gunnar Isidor,male,25
3,0, Mr. Thomas Leonard,male,34
3,1, Master. Assad Alexander,male,0
3,0, Mr. Charles P,male,
3,0, Mr. John,male,
3,0, Mr. Tannous,male,
3,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",female,16
3,0, Mr. Alexander Morrison,male,
3,0, Mr. Percival,male,
3,1, Mrs. Percival (Florence Kate White),female,
3,0, Mr. Juho,male,32
3,0, Mr. Roger,male,
3,0, Mr. Lalio,male,
3,0, Mr. Ernest Portage,male,30
3,0, Mr. Ernst William,male,44
3,0, Mr. Assad,male,
3,1, Mr. William Henry,male,25
3,0, Mr. Nakli,male,
3,1, Master. Georges Youssef,male,7
3,1, Miss. Maria Youssef,female,9
3,1, Mrs. Darwis (Hanne Youssef Razi),female,29
3,0, Mr. Stjepan,male,36
3,1, Miss. Anna Sofia,female,18
3,1, Mrs. (Hedwig),female,63
3,0, Master. James William,male,
3,0, Master. Walter John,male,11
3,0, Mr. Austin Blyler,male,40
3,0, Miss. Catharina,female,10
3,0, Mr. Jean Baptiste,male,36
3,0, Mrs. Jean Baptiste (Rosalie Paula Govaert),female,30
3,0, Mr. Philemon,male,
3,0, Mr. Johannes Joseph,male,33
3,0, Mr. Nestor Cyriel,male,28
3,0, Mr. Leo Peter,male,28
3,0, Mr. Victor,male,47
3,0, Miss. Augusta Maria,female,18
3,0, Mr. Julius,male,31
3,0, Mr. Leo Edmondus,male,16
3,0, Mrs. Julius (Emelia Maria Vandemoortele),female,31
3,1, Mr. David,male,22
3,0, Mr. Olof Edvin,male,20
3,0, Miss. Hulda Amanda Adolfina,female,14
3,0, Mr. Janko,male,22
3,0, Mr. Achille,male,22
3,0, Mr. Frederick,male,
3,0, Mr. Charles William,male,
3,0, Mr. James,male,
3,0, Mr. Linhart,male,32
3,1, Mrs. George Joseph (Shawneene Abi-Saab),female,38
3,0, Mr. Carl/Charles Peter,male,51
3,0, Mr. Jakob Alfred,male,18
3,0, Mr. Karl Johan,male,21
3,1, Mrs. James (Ellen Needs),female,47
3,0,"Willer, Mr. Aaron (""Abi Weller"")",male,
3,0, Mr. Edward,male,
3,0,"Williams, Mr. Howard Hugh ""Harry""",male,
3,0, Mr. Leslie,male,28
3,0, Mr. Einar,male,21
3,0, Mr. Albert,male,27
3,0, Mr. Phillippe,male,
3,0, Mr. Camille,male,36
3,0, Mr. Antoni,male,27
3,1, Mrs. Antoni (Selini Alexander),female,15
3,0, Mr. Gerious,male,45
3,0, Mr. Wazli,male,
3,0, Mr. Gerious,male,
3,0, Miss. Hileni,female,14
3,0, Miss. Thamine,female,
3,0, Mr. Mapriededer,male,26
3,0, Mr. Ortin,male,27
3,0, Mr. Leo,male,29
